name;description;website;image_url;source_page;market;type;Location;Greater Stockholm Y/N
Innowearable AB;Innowearable utvecklar innovativa sensorsystem för sport och sportmedicin. Företaget fokuserar på wearable-teknologi som kan användas för att övervaka och analysera prestanda och hälsa hos idrottsutövare. Genom avancerad sensorteknik och dataanalys hjälper Innowearable atleter, tränare och medicinsk personal att få bättre insikter om träningsbelastning, återhämtning och skaderisker. Lösningarna är särskilt relevanta för professionell idrott där exakta mätningar och datadriven analys kan göra avgörande skillnad för prestationsutveckling och hälsa.;https://innowearable.se/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471073/rec7fvMZ7Pm1QDI9r.webp;https://www.ai-startups-europe.eu/p10?country%5B%5D=4000642;B2B, health;hardware, deep tech;Halmstad, Sweden;No
HoofStep AB;Our mission is to improve the health and well-being of horses by analyzing objective behavioural data in combination with advanced technology. We immediately identify any deviations that may affect the well-being of the horses.;https://www.hoofstep.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471444/recLTmVfnc4ncHdFT.webp;https://www.ai-startups-europe.eu/p9?country%5B%5D=4000642;B2B;deep tech;Halmstad, Sweden;No
Acorai;Acorai utvecklar SAVE Sensor System, en icke-invasiv medicinteknisk lösning för övervakning av hjärtsvikt. Systemet kombinerar Seismokardiografi, Akustiska sensorer, Visuell analys och Elektriska mätningar med maskininlärning för att mäta intrakardiska och pulmonella tryck. Företaget grundades med målet att revolutionera hjärtsviktsbehandling genom att erbjuda kontinuerlig, noggrann tryckmonitorering utan invasiva metoder. Den handhållna, portabla enheten möjliggör personaliserade behandlingsbeslut och hjälper vårdgivare att minska återinläggningar, optimera vårdtider och förbättra läkemedelsjusteringar. Acorai samarbetar med världsledande institutioner som Cedars-Sinai, Mayo Clinic och Royal Brompton Hospital och genomför kliniska studien CAPTURE-HF för validering.;https://acorai.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471746/recYPYe4tCXShzWLY.webp;https://www.ai-startups-europe.eu/?country%5B%5D=4000642;B2B, health, medical devices;artificial intelligence, machine learning, hardware, deep tech;Helsingborg, Sweden;No
animals.ai;animals.ai arbetar med att möjliggöra precisionsboskapsuppfödning genom artificiell intelligens. Företaget utvecklar AI-lösningar som hjälper djurhållare att optimera djurens hälsa, välbefinnande och produktivitet genom datadriven analys och prediktiva modeller. Tekniken syftar till att förbättra djurvälfärd samtidigt som resurseffektiviteten ökar i lantbruksnäringen genom smartare beslutsfattande baserat på realtidsdata och maskininlärning.;https://animals.ai;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472365/recxOMZSZdMWRxsqU.webp;https://www.ai-startups-europe.eu/p2?country%5B%5D=4000642;B2B, agritech;artificial intelligence, machine learning;Helsingborg, Sweden;No
Medotemic AB;Medotemic utvecklar mobila system för tillgänglig rörelseanalys som används för att bevara eller förbättra hälsa. Företaget har skapat avancerade appar som analyserar gång- och löpsteg genom att bearbeta sensordata från vanliga mobiltelefoner med sofistikerade algoritmer. Mystep.info-appen analyserar gångsteget detaljerat och delvis löpsteget, beräknar asymmetri och andra rörelseparametrar som presenteras på ett förenklat sätt för användaren. Myrunning-appen analyserar löpsteg, betygsätter löpstil, erbjuder coaching och vägledning via videos samt möjliggör kontakt med löpcoacher på distans. Mysensorlog samlar rådata från mobilens sensorer för de som vill göra egen analys. Medotemic grundades 2016 av Lars Nilsson (MBA/MSc med bakgrund inom elektronik och telekom) och Andreas Jakobsson (professor i matematisk statistik vid Lunds universitet med över två decenniers erfarenhet av algoritmutveckling). Lösningarna hjälper användare att följa upp och förbättra rörelsemönster i vardagen och stöds av organisationer som Minc, Healthtech Nordic och Vinnova.;https://www.medotemic.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472165/recpBeslede6jkU3R.webp;https://www.ai-startups-europe.eu/p12?country%5B%5D=4000642;B2B, enterprise software;deep tech;Höllviken, Sweden;No
Silex Microsystems;Silex Microsystems är ett svenskt foundry-företag grundat 2000 som specialiserat sig på MEMS-tillverkning (Micro-Electro-Mechanical Systems) för sensorer och aktuatorer. Företaget erbjuder kundanpassad tillverkning av avancerade mikrosystem som används i allt från medicinska implantat till automotive-sensorer och konsumentelektronik. Silex ägs av Sanmina Corporation och driver en av Europas mest avancerade MEMS-fabriker i Järfälla. Med deep tech-expertis inom processutveckling och högvolymstillverkning stödjer Silex innovatörer och företag att skala sina MEMS-produkter. Företaget omsätter 28,2 miljoner euro och bidrar till den svenska halvledarindustrins konkurrenskraft.;https://www.silexmicrosystems.com/en/;https://logo.clearbit.com/silexmicrosystems.com;https://sweden.dealroom.co/companies/f/founding_or_hq_slug_locations/anyof_sweden;B2B, semiconductors;deep tech, commission;Järfälla, Sweden;Yes
XENSE Vision;"XENSE Vision möjliggör hållbar trafik med AI och sensorer genom att leverera intelligenta trafikhanteringslösningar. Företaget erbjuder tre huvudtjänster: Traffic Insights som ger real-time trafikinsikter för smartare beslut, minskad trängsel och förbättrad trafiksäkerhet genom avancerad analysplattform; Traffic Enforcement med avancerade lösningar för trafikövervakning som främjar trafiksäkerhet, minskar överträdelser och stödjer hållbar urban mobilitet med teknik som är noggrann, effektiv och rättvis; samt Traffic Management för intelligent trafikstyrning med real-time övervakning, adaptiv signalkontroll och strategier för trängselminskning. XENSE har installerat flera Percept Traffic Flow-system, bland annat fyra system i Stenungsund, och företaget har beviljats flera bidrag för sitt fortsatta arbete med ökad trafiksäkerhet. Tekniken hjälper städer, planerare och operatörer att optimera mobilitet med tillförsikt genom att se flöden, identifiera trender och forma framtiden för hållbar stadstrafik.";https://www.xensevision.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471237/recEkhoCNjHXCrfHF.webp;https://www.ai-startups-europe.eu/p21?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Jönköping, Sweden;No
Blast Bit Enterprises AB;Blast Bit Enterprises driver evolution inom interaktiva upplevelser genom att strategiskt välja och anpassa beprövade mobilspel från specifika marknader för nya målgrupper. Företagets utvecklingsstrategi bygger på intelligent adaption av spel med dokumenterad framgång, vilket minskar risk och förkortar utvecklingstid. Alla titlar utvecklas enligt free-to-play-modellen och teamets omfattande erfarenhet säkerställer att spelen är både engagerande och håller hög kvalitet. Genom att utnyttja beprövade koncept från olika marknader etablerar Blast Bit en robust närvaro inom mobilspelindustrin.;https://www.blastbit.net;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471944/recgKOkR2ytcalv9O.webp;https://www.ai-startups-europe.eu/p3?country%5B%5D=4000642;B2B, B2C;artificial intelligence;Jordbro, Sweden;No
OCCDEC AB;OCCDEC utvecklar Smart City-system för säkrare offentliga platser genom att använda AI-teknologi för att skapa ett samhälle där människor, oavsett språk, har ett säkert liv. Företagets vision är att öka mental hälsa i samhället och hos individer, oavsett språk och bakgrund, för att tillhandahålla ett säkrare och mer hållbart liv med högsta integritet genom öppenhet och AI-teknologi. OCCDEC:s AI- och Deep Learning-algoritmer är anpassningsbara för alla ljud och miljöer. Företaget arbetar med ljudanalys och säkerhetsövervakning i offentliga miljöer för att upptäcka potentiella hot eller nödsituationer. OCCDEC samarbetar med ledande teknologipartners som TensorFlow Sweden, Telenor, Google Cloud, NVIDIA Inception, Hikvision och IBM för att utveckla och implementera sina lösningar.;https://occdec.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472331/recvlxZcI5Bjew3Z0.webp;https://www.ai-startups-europe.eu/p14?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, deep learning;Kalmar, Sweden;No
Scling;Scling utvecklar och driver skräddarsydda dataflöden som en tjänst. Företaget tillhandahåller anpassade dataengineering-lösningar baserade på 'industriella' dataengineering-principer som de mest datamogna företagen använder, vilket levererar hastighet och kostnadseffektivitet som inte kan matchas med andra metoder. Personerna bakom Scling har byggt några av de mest effektfulla och kostnadseffektiva dataplattformarna och dataengineering-lösningarna i Skandinavien. Deras uppdrag är att ge företag samma data- och AI-superkrafter som de tekniskt elit-företagen som är födda digitalt. Scling menar att dataengineering är nyckeln till att skapa hållbart värde från data och AI - skillnaden mellan prototyper och pålitliga, ansvarsfulla produkter som ger avkastning på investeringar. Oavsett om man vill ha AI-drivna produktfunktioner, analys, automatisering av affärsprocesser eller autonoma agenter är effektiv dataengineering essentiellt.;https://www.scling.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471185/recCbUzqs8cXro7MU.webp;https://www.ai-startups-europe.eu/p17?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Kista, Sweden;No
AI Medical Technology;AI Medical Technology utvecklar AI-drivna diagnostiska lösningar inom dermatologi med fokus på tidig upptäckt av hudcancer. Företagets första produkt, Dermalyser, är ett kliniskt validerat beslutsstöd för diagnos av malignt melanom som riktar sig till primärvårdspersonal. Systemet möjliggör diagnostiska bedömningar på sekunder, vilket avsevärt minskar väntetider och patientångest. Genom att stödja vårdgivare att fatta snabbare och mer tillförlitliga diagnoser bidrar tekniken till minskade onödiga hudexcisioner och förbättrad hälsoekonomisk effektivitet på flera nivåer. Företagets mission är att ingen patient ska dö på grund av försenad diagnos eller feldiagnostik av hudcancer.;https://www.aimedtech.org;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472108/recn10wF1Pf447Ai2.webp;https://www.ai-startups-europe.eu/?country%5B%5D=4000642;B2B, health;artificial intelligence;Kungens Kurva, Sweden;No
Multiply Potential AB;Multiply är världens första Creative Operating System™ - en kollaborativ AI-plattform byggd specifikt för kreativa byråer och marknadsföringsteam. Plattformen integrerar AI-agenter i varje steg av kreativa arbetsflöden, från research och insikter till strategi och kreativ execution. Med Agent Studio kan användare exakt finjustera sina AI-samarbetspartners och skapa perfekta AI-partners för varje kreativ utmaning. Smart Templates omvandlar komplexitet till klarhet genom att instantly generera omfattande projektplaner baserade på uppgift eller mål. Multiply hjälper team att transformera komplexa projekt till hanterbara delar och bringar struktur till samarbete. Plattformen erbjuder fortress-level security med industry-leading säkerhetsprotokoll och all data hostas i europeiska datacenter. Multiply är AI-agnostiskt och låter användare bygga och arbeta med egna customiserade AI-agenter som del av teamet. Företaget är backat av toppinvesterare som Terra Ventures och Bust VC och följer ISO27001, SOC2 och GDPR-standarder. Kunder rapporterar dramatiska förbättringar i effektivitet och kvalitet på research, strategi och kreativ produktion.;https://multiply.co/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471767/recZM5rwxHgkQv3Pq.webp;https://www.ai-startups-europe.eu/p13?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Kungens Kurva, Sweden;No
